unitId,总数,标题,经度,维度,地址,信息,原价,现价,城市,区域,整套,布局,评分,点评
13959758,32799,【九月家】近小寨商圈/钟鼓楼/大雁塔,108.95645443841204,34.1444881863477,徐家寨社区,近韦曲南地铁站,422,338,西安,长安区,整套,3居3床6人,5.0,6
9568777,32799,【清怡】钟楼鼓楼回民街地铁口城墙夜景房,108.95280731804154,34.28629201141102,自强西路10号(北关十字西南角吉祥凤凰),近安远门地铁站,238,238,西安,莲湖区,整套,2居3床5人,4.9,81
9241135,32799,多套房,109.02454399999982,34.31487607437359,新房绿色家园,近广泰门站地铁站,697,663,西安,未央区,整套,2居2床4人,5.0,1
131752,32799,南门，钟楼，小雁塔附近非独立经济大床房,108.939997,34.246914,华豪丽晶,近南稍门地铁站,68,65,西安,碑林区,整套,1居1床2人,0.0,0
17564583,32799,〖包月长租〗共克难关 和平门里地铁口 ,108.96944304541502,34.2620639254758,和平大道,近大差市地铁站,258,233,西安,碑林区,整套,1居2床2人,5.0,14
16122457,32799,【荣华公馆】百花家园/三室/欧式风格,108.97900146955382,34.32310247452081,余家寨地铁站C东南口(凤城三路  太华路十字西北角),近余家寨地铁站,348,298,西安,未央区,整套,3居3床6人,5.0,1
21562367,32799,艺美可住6人C房间 大雁塔大唐不夜城旁,108.975552,34.232257,后村嘉园,近大雁塔地铁站,128,122,西安,雁塔区,,3居1床2人,0.0,0
15401555,32799,馨悦家-西安市第一中学回民街钟楼鼓楼民宿,108.92822069623344,34.2684091017504,景都花园,近玉祥门地铁站,170,162,西安,莲湖区,整套,1居2床3人,5.0,4
19792879,32799,专属格调★公主风近大雁塔大唐芙蓉园海洋馆,108.99880566856811,34.219477904228974,曲江街道 曲江路辅路(又名中海派),近北池头站地铁站,248,199,西安,雁塔区,整套,1居1床2人,0.0,0
11207267,32799,钟鼓楼/回民街 /地铁口Martin-亲,108.955085,34.300901,印象城(龙首店)(龙首原地铁站口),近龙首原地铁站,283,241,西安,未央区,整套,1居2床3人,0.0,0
